"","","",""
"0-0-0-151-258-2197-1","0","0","0"
"0-0-0-148-258-3001-1","0","0","0"
"0-0-1-152-258-1357-1","0","0","0"
"0-0-0-141-258-2171-1","0","0","0"
"0-0-3-151-258-7392-1","0","0","0"
"0-0-0-148-258-2163-1","0","0","0"
"0-0-3-147-258-26-1","0","0","0"
"0-0-1-152-258-8335-1","0","0","0"
"0-0-0-143-258-2994-1","0","0","0"
"0-0-3-151-258-2210-1","0","0","0"
"0-0-0-145-258-1014-1","0","0","0"
"0-0-1-145-258-3755-1","0","0","0"
"0-0-1-144-258-985-1","0","0","0"
"0-0-0-144-258-1585-1","0","0","0"
"0-0-0-150-258-4564-1","0","0","0"
"0-0-8-152-258-2359-1","0","0","0"
"0-0-0-148-258-25-1","0","0","0"
"0-0-1-146-258-2346-1","0","0","0"
"0-0-0-148-258-345-1","0","0","0"
"0-0-0-151-258-3155-1","0","0","0"
"0-0-0-149-258-525-1","0","0","0"
"0-0-7-147-258-1564-1","0","0","0"
"0-0-1-152-258-2315-1","0","0","0"
"0-0-0-151-258-195-1","0","0","0"
"0-0-1-148-258-236-1","0","0","0"
"0-0-1-149-258-416-1","0","0","0"
"0-0-0-148-258-3121-1","0","0","0"
"0-0-1-140-258-1-1","0","0","0"
"0-0-0-149-258-3-1","0","0","0"
"0-0-1-139-258-1734-1","0","0","0"
"0-0-0-148-258-2283-1","0","0","0"
"0-0-9-154-258-766-1","0","0","0"
"0-0-0-145-258-1134-1","0","0","0"
"0-0-7-148-258-4123-1","0","0","0"
"0-0-0-150-258-2512-1","0","0","0"
"0-0-1-146-258-2466-1","0","0","0"
"0-0-0-147-258-1957-1","0","0","0"
"0-0-0-148-258-465-1","0","0","0"
"0-0-0-151-258-3275-1","0","0","0"
"0-0-0-149-258-645-1","0","0","0"
"0-0-1-147-258-1057-1","0","0","0"
"0-0-5-151-258-1161-1","0","0","0"
"0-0-1-147-258-176-1","0","0","0"
"0-0-7-150-258-100-1","0","0","0"
"0-0-1-148-258-356-1","0","0","0"
"0-0-1-149-258-536-1","0","0","0"
"0-0-0-148-258-3241-1","0","0","0"
"0-0-0-141-258-1739-1","0","0","0"
"0-0-1-152-258-1597-1","0","0","0"
"0-0-1-141-258-626-1","0","0","0"
"0-0-6-149-258-2-1","0","0","0"
"0-0-1-146-258-3424-1","0","0","0"
"0-0-0-147-258-2915-1","0","0","0"
"0-0-7-151-258-1267-1","0","0","0"
"0-0-0-141-258-510-1","0","0","0"
"0-0-0-145-258-1254-1","0","0","0"
"0-0-0-150-258-2632-1","0","0","0"
"0-0-1-147-258-4187-1","0","0","0"
"0-0-3-152-258-1041-1","0","0","0"
"0-0-1-146-258-2586-1","0","0","0"
"0-0-1-152-258-5565-1","0","0","0"
"0-0-0-148-258-585-1","0","0","0"
"0-0-5-153-258-12-1","0","0","0"
"0-0-0-151-258-1223-1","0","0","0"
"0-0-0-149-258-765-1","0","0","0"
"0-0-0-150-258-1794-1","0","0","0"
"0-0-6-153-258-2042-1","0","0","0"
"0-0-8-151-258-516-1","0","0","0"
"0-0-1-147-258-296-1","0","0","0"
"0-0-1-148-258-476-1","0","0","0"
"0-0-7-151-258-400-1","0","0","0"
"0-0-1-149-258-656-1","0","0","0"
"0-0-0-147-258-180-1","0","0","0"
"0-0-0-145-258-7394-1","0","0","0"
"0-0-0-141-258-1859-1","0","0","0"
"0-0-0-145-258-2212-1","0","0","0"
"0-0-1-150-258-90-1","0","0","0"
"0-0-1-146-258-3544-1","0","0","0"
"0-0-0-141-258-630-1","0","0","0"
"0-0-0-145-258-106-1","0","0","0"
"0-0-0-145-258-1374-1","0","0","0"
"0-0-0-151-258-4353-1","0","0","0"
"0-0-0-150-258-2752-1","0","0","0"
"0-0-12-147-258-19-1","0","0","0"
"0-0-7-152-258-925-1","0","0","0"
"0-0-1-151-258-1912-1","0","0","0"
"0-0-0-151-258-1343-1","0","0","0"
"0-0-0-149-258-885-1","0","0","0"
"0-0-1-147-258-1297-1","0","0","0"
"0-0-7-150-258-340-1","0","0","0"
"0-0-1-148-258-596-1","0","0","0"
"0-0-1-153-258-1266-1","0","0","0"
"0-0-1-149-258-776-1","0","0","0"
"0-0-0-148-258-3481-1","0","0","0"
"0-0-0-141-258-1979-1","0","0","0"
"0-0-1-150-258-115-1","0","0","0"
"0-0-1-145-258-2901-1","0","0","0"
"0-0-0-149-258-2072-1","0","0","0"
"0-0-0-145-258-2332-1","0","0","0"
"0-0-0-150-258-3710-1","0","0","0"
"0-0-5-149-258-81-1","0","0","0"
"0-0-0-146-258-3095-1","0","0","0"
"0-0-0-151-258-2301-1","0","0","0"
"0-0-0-141-258-750-1","0","0","0"
"0-0-0-145-258-226-1","0","0","0"
"0-0-1-149-258-3916-1","0","0","0"
"0-0-0-145-258-1494-1","0","0","0"
"0-0-0-151-258-4473-1","0","0","0"
"0-0-0-146-258-406-1","0","0","0"
"0-0-0-150-258-2872-1","0","0","0"
"0-0-7-151-258-6313-1","0","0","0"
"0-0-0-151-258-1463-1","0","0","0"
"0-0-0-148-258-2929-1","0","0","0"
"0-0-0-149-258-3030-1","0","0","0"
"0-0-1-151-258-9-1","0","0","0"
"0-0-0-152-258-704-1","0","0","0"
"0-0-1-149-258-896-1","0","0","0"
"0-0-1-147-258-6223-1","0","0","0"
"0-0-1-150-258-235-1","0","0","0"
"0-0-1-151-258-415-1","0","0","0"
"0-0-1-141-258-1199-1","0","0","0"
"0-0-0-149-258-2192-1","0","0","0"
"0-0-0-145-258-2452-1","0","0","0"
"0-0-9-151-258-2134-1","0","0","0"
"0-0-1-147-258-3213-1","0","0","0"
"0-0-0-150-258-3830-1","0","0","0"
"0-0-1-146-258-1612-1","0","0","0"
"0-0-5-153-258-186-1","0","0","0"
"0-0-0-146-258-1043-1","0","0","0"
"0-0-0-152-258-4022-1","0","0","0"
"0-0-0-144-258-166-1","0","0","0"
"0-0-0-151-258-2421-1","0","0","0"
"0-0-12-153-258-230-1","0","0","0"
"0-0-0-141-258-870-1","0","0","0"
"0-0-0-145-258-346-1","0","0","0"
"0-0-1-147-258-2375-1","0","0","0"
"0-0-0-148-258-12353-1","0","0","0"
"0-0-0-146-258-526-1","0","0","0"
"0-0-0-150-258-2992-1","0","0","0"
"0-0-0-152-258-1012-1","0","0","0"
"0-0-1-152-258-3753-1","0","0","0"
"0-0-0-147-258-706-1","0","0","0"
"0-0-1-147-258-82-1","0","0","0"
"0-0-7-149-258-1022-1","0","0","0"
"0-0-1-150-258-2092-1","0","0","0"
"0-0-0-143-258-6259-1","0","0","0"
"0-0-0-151-258-1583-1","0","0","0"
"0-0-1-153-258-2344-1","0","0","0"
"0-0-0-143-258-3249-1","0","0","0"
"0-0-0-149-258-3150-1","0","0","0"
"0-0-1-141-258-73-1","0","0","0"
"0-0-0-145-258-3410-1","0","0","0"
"0-0-0-152-258-824-1","0","0","0"
"0-0-1-150-258-355-1","0","0","0"
"0-0-0-146-258-2001-1","0","0","0"
"0-0-1-151-258-535-1","0","0","0"
"0-0-1-146-258-100-1","0","0","0"
"0-0-1-152-258-715-1","0","0","0"
"0-0-1-147-258-3333-1","0","0","0"
"0-0-0-150-258-3950-1","0","0","0"
"0-0-10-148-258-1323-1","0","0","0"
"0-0-1-146-258-1732-1","0","0","0"
"0-0-7-152-258-1176-1","0","0","0"
"0-0-0-146-258-1163-1","0","0","0"
"0-0-12-152-258-170-1","0","0","0"
"0-0-0-144-258-286-1","0","0","0"
"0-0-4-151-258-1358-1","0","0","0"
"0-0-0-145-258-466-1","0","0","0"
"0-0-1-141-258-8297-1","0","0","0"
"0-0-0-146-258-646-1","0","0","0"
"0-0-1-152-258-1701-1","0","0","0"
"0-0-0-152-258-1132-1","0","0","0"
"0-0-0-147-258-826-1","0","0","0"
"0-0-10-149-258-750-1","0","0","0"
"0-0-0-139-258-51-1","0","0","0"
"0-0-0-146-258-8141-1","0","0","0"
"0-0-1-148-258-1086-1","0","0","0"
"0-0-0-144-258-84-1","0","0","0"
"0-0-3-151-258-225-1","0","0","0"
"0-0-1-141-258-5287-1","0","0","0"
"0-0-1-140-258-1514-1","0","0","0"
"0-0-7-146-258-35-1","0","0","0"
"0-0-7-151-258-68-1","0","0","0"
"0-0-0-145-258-3530-1","0","0","0"
"0-0-7-151-258-880-1","0","0","0"
"0-0-1-150-258-475-1","0","0","0"
"0-0-0-146-258-4293-1","0","0","0"
"0-0-1-151-258-655-1","0","0","0"
"0-0-0-145-258-2692-1","0","0","0"
"0-0-1-146-258-220-1","0","0","0"
"0-0-1-152-258-835-1","0","0","0"
"0-0-1-147-258-400-1","0","0","0"
"0-0-7-152-258-1296-1","0","0","0"
"0-0-0-146-258-1283-1","0","0","0"
"0-0-1-150-258-3170-1","0","0","0"
"0-0-1-148-258-2044-1","0","0","0"
"0-0-4-151-258-1478-1","0","0","0"
"0-0-0-151-258-2661-1","0","0","0"
"0-0-12-153-258-470-1","0","0","0"
"0-0-0-145-258-586-1","0","0","0"
"0-0-12-154-258-650-1","0","0","0"
"0-0-1-153-258-5594-1","0","0","0"
"0-0-0-146-258-766-1","0","0","0"
"0-0-0-149-258-5728-1","0","0","0"
"0-0-0-152-258-1252-1","0","0","0"
"0-0-0-147-258-946-1","0","0","0"
"0-0-7-151-258-4501-1","0","0","0"
"0-0-0-149-258-2718-1","0","0","0"
"0-0-12-153-258-18-1","0","0","0"
"0-0-0-143-258-1317-1","0","0","0"
"0-0-0-143-258-3489-1","0","0","0"
"0-0-0-149-258-3390-1","0","0","0"
"0-0-0-145-258-3650-1","0","0","0"
"0-0-1-150-258-595-1","0","0","0"
"0-0-0-146-258-2241-1","0","0","0"
"0-0-0-152-258-5220-1","0","0","0"
"0-0-1-148-258-3002-1","0","0","0"
"0-0-1-145-258-160-1","0","0","0"
"0-0-1-151-258-775-1","0","0","0"
"0-0-1-146-258-340-1","0","0","0"
"0-0-1-152-258-955-1","0","0","0"
"0-0-0-150-258-2049-1","0","0","0"
"0-0-1-147-258-520-1","0","0","0"
"0-0-1-146-258-1972-1","0","0","0"
"0-0-12-154-258-2190-1","0","0","0"
"0-0-0-152-258-4382-1","0","0","0"
"0-0-1-148-258-700-1","0","0","0"
"0-0-0-147-258-7197-1","0","0","0"
"0-0-1-151-258-1209-1","0","0","0"
"0-0-0-150-258-68-1","0","0","0"
"0-0-1-148-258-2164-1","0","0","0"
"0-0-0-151-258-2781-1","0","0","0"
"0-0-0-146-258-7709-1","0","0","0"
"0-0-3-153-258-1190-1","0","0","0"
"0-0-2-149-258-1324-1","0","0","0"
"0-0-0-146-258-886-1","0","0","0"
"0-0-0-152-258-1372-1","0","0","0"
"0-0-2-152-258-1041-1","0","0","0"
"0-0-3-151-258-465-1","0","0","0"
"0-0-0-149-258-2838-1","0","0","0"
"0-0-0-150-258-6017-1","0","0","0"
"0-0-1-150-258-8758-1","0","0","0"
"0-0-3-149-258-3-1","0","0","0"
"0-0-1-147-258-4531-1","0","0","0"
"0-0-0-150-258-3007-1","0","0","0"
"0-0-1-144-258-2769-1","0","0","0"
"0-0-0-146-258-2361-1","0","0","0"
"0-0-9-152-258-21-1","0","0","0"
"0-0-1-151-258-895-1","0","0","0"
"0-0-1-148-258-5294-1","0","0","0"
"0-0-1-147-258-1521-1","0","0","0"
"0-0-1-147-258-3693-1","0","0","0"
"0-0-0-150-258-2169-1","0","0","0"
"0-0-1-148-258-820-1","0","0","0"
"0-0-1-151-258-1329-1","0","0","0"
"0-0-1-148-258-2284-1","0","0","0"
"0-0-0-152-258-1492-1","0","0","0"
"0-0-0-143-258-4567-1","0","0","0"
"0-0-4-152-258-5115-1","0","0","0"
"0-0-12-151-258-2344-1","0","0","0"
"0-0-0-143-258-1557-1","0","0","0"
"0-0-0-146-258-5491-1","0","0","0"
"0-0-9-153-258-2-1","0","0","0"
"0-0-1-144-258-49-1","0","0","0"
"0-0-0-146-258-1809-1","0","0","0"
"0-0-1-144-258-2889-1","0","0","0"
"0-0-10-155-258-1518-1","0","0","0"
"0-0-0-150-258-5299-1","0","0","0"
"0-0-7-152-258-2494-1","0","0","0"
"0-0-1-148-258-3242-1","0","0","0"
"0-0-0-141-258-167-1","0","0","0"
"0-0-0-147-258-1072-1","0","0","0"
"0-0-0-153-258-4051-1","0","0","0"
"0-0-0-150-258-2289-1","0","0","0"
"0-0-10-150-258-886-1","0","0","0"
"0-0-1-147-258-760-1","0","0","0"
"0-0-1-148-258-940-1","0","0","0"
"0-0-1-151-258-1449-1","0","0","0"
"0-0-5-150-258-22-1","0","0","0"
"0-0-6-151-258-166-1","0","0","0"
"0-0-1-141-258-1423-1","0","0","0"
"0-0-1-144-258-506-1","0","0","0"
"0-0-1-145-258-5448-1","0","0","0"
"0-0-0-144-258-1106-1","0","0","0"
"0-0-0-143-258-210-1","0","0","0"
"0-0-0-145-258-50-1","0","0","0"
"0-0-0-144-258-3278-1","0","0","0"
"0-0-1-146-258-4039-1","0","0","0"
"0-0-7-152-258-34-1","0","0","0"
"0-0-0-146-258-1929-1","0","0","0"
"0-0-0-147-258-2030-1","0","0","0"
"0-0-1-147-258-4771-1","0","0","0"
"0-0-1-143-258-101-1","0","0","0"
"0-0-1-146-258-1029-1","0","0","0"
"0-0-1-148-258-3362-1","0","0","0"
"0-0-0-141-258-287-1","0","0","0"
"0-0-4-153-258-33-1","0","0","0"
"0-0-1-147-258-1761-1","0","0","0"
"0-0-0-140-258-3221-1","0","0","0"
"0-0-0-147-258-1192-1","0","0","0"
"0-0-1-147-258-880-1","0","0","0"
"0-0-7-153-258-100-1","0","0","0"
"0-0-1-151-258-1569-1","0","0","0"
"0-0-9-149-258-13-1","0","0","0"
"0-0-1-144-258-626-1","0","0","0"
"0-0-7-153-258-3001-1","0","0","0"
"0-0-1-145-258-806-1","0","0","0"
"0-0-0-144-258-1226-1","0","0","0"
"0-0-0-143-258-330-1","0","0","0"
"0-0-0-144-258-510-1","0","0","0"
"0-0-1-146-258-4159-1","0","0","0"
"0-0-0-143-258-1797-1","0","0","0"
"0-0-1-148-258-4320-1","0","0","0"
"0-0-1-145-258-2558-1","0","0","0"
"0-0-0-147-258-2150-1","0","0","0"
"0-0-0-150-258-3367-1","0","0","0"
"0-0-1-146-258-1149-1","0","0","0"
"0-0-12-148-258-801-1","0","0","0"
"0-0-1-148-258-1310-1","0","0","0"
"0-0-1-151-258-4699-1","0","0","0"
"0-0-1-147-258-1881-1","0","0","0"
"0-0-1-152-258-1118-1","0","0","0"
"0-0-1-149-258-2073-1","0","0","0"
"0-0-7-153-258-220-1","0","0","0"
"0-0-1-151-258-1689-1","0","0","0"
"0-0-0-151-258-34-1","0","0","0"
"0-0-4-151-258-9-1","0","0","0"
"0-0-6-153-258-766-1","0","0","0"
"0-0-0-141-258-1094-1","0","0","0"
"0-0-5-147-258-14-1","0","0","0"
"0-0-0-148-258-1086-1","0","0","0"
"0-0-0-144-258-1346-1","0","0","0"
"0-0-7-151-258-297-1","0","0","0"
"0-0-0-143-258-450-1","0","0","0"
"0-0-1-146-258-2107-1","0","0","0"
"0-0-0-144-258-630-1","0","0","0"
"0-0-0-148-258-106-1","0","0","0"
"0-0-12-151-258-996-1","0","0","0"
"0-0-3-151-258-1133-1","0","0","0"
"0-0-1-148-258-4440-1","0","0","0"
"0-0-0-145-258-810-1","0","0","0"
"0-0-1-151-258-5657-1","0","0","0"
"0-0-2-148-258-13-1","0","0","0"
"0-0-0-150-258-1315-1","0","0","0"
"0-0-1-143-258-341-1","0","0","0"
"0-0-10-153-258-74-1","0","0","0"
"0-0-0-144-258-8324-1","0","0","0"
"0-0-1-148-258-1430-1","0","0","0"
"0-0-1-151-258-2647-1","0","0","0"
"0-0-0-151-258-2078-1","0","0","0"
"0-0-7-149-258-26-1","0","0","0"
"0-0-0-148-258-5054-1","0","0","0"
"0-0-7-152-258-160-1","0","0","0"
"0-0-1-152-258-1238-1","0","0","0"
"0-0-0-141-258-2052-1","0","0","0"
"0-0-0-148-258-2044-1","0","0","0"
"0-0-3-150-258-826-1","0","0","0"
"0-0-6-153-258-886-1","0","0","0"
"0-0-7-153-258-3241-1","0","0","0"
"0-0-7-150-258-1479-1","0","0","0"
"0-0-5-148-258-1205-1","0","0","0"
"0-0-0-144-258-750-1","0","0","0"
"0-0-0-147-258-1718-1","0","0","0"
"0-0-0-148-258-226-1","0","0","0"
"0-0-1-149-258-11846-1","0","0","0"
"0-0-1-148-258-4560-1","0","0","0"
"0-0-0-151-258-3036-1","0","0","0"
"0-0-0-145-258-930-1","0","0","0"
"0-0-0-149-258-406-1","0","0","0"
"0-0-0-150-258-1435-1","0","0","0"
"0-0-0-147-258-2390-1","0","0","0"
"0-0-1-145-258-15-1","0","0","0"
"0-0-1-149-258-3151-1","0","0","0"
"0-0-5-150-258-1493-1","0","0","0"
"0-0-0-140-258-2909-1","0","0","0"
"0-0-1-148-258-117-1","0","0","0"
"0-0-1-148-258-1550-1","0","0","0"
"0-0-0-141-258-3010-1","0","0","0"
"0-0-1-151-258-2767-1","0","0","0"
"0-0-7-151-258-7048-1","0","0","0"
"0-0-0-151-258-2198-1","0","0","0"
"0-0-2-153-258-3528-1","0","0","0"
"0-0-0-148-258-3002-1","0","0","0"
"0-0-12-154-258-187-1","0","0","0"
"0-0-1-152-258-1358-1","0","0","0"
"0-0-0-145-258-4025-1","0","0","0"
"0-0-9-153-258-467-1","0","0","0"
"0-0-0-141-258-94-1","0","0","0"
"0-0-0-145-258-6197-1","0","0","0"
"0-0-0-148-258-2164-1","0","0","0"
"0-0-3-150-258-3620-1","0","0","0"
"0-0-0-144-258-2424-1","0","0","0"
"0-0-0-150-258-5403-1","0","0","0"
"0-0-0-143-258-2995-1","0","0","0"
"0-0-7-151-258-1028-1","0","0","0"
"0-0-0-145-258-1015-1","0","0","0"
"0-0-1-144-258-986-1","0","0","0"
"0-0-0-145-258-3187-1","0","0","0"
"0-0-0-148-258-9142-1","0","0","0"
"0-0-0-148-258-26-1","0","0","0"
"0-0-1-146-258-2347-1","0","0","0"
"0-0-0-144-258-870-1","0","0","0"
"0-0-0-147-258-1838-1","0","0","0"
"0-0-0-148-258-346-1","0","0","0"
"0-0-7-146-258-2974-1","0","0","0"
"0-0-1-151-258-3725-1","0","0","0"
"0-0-1-148-258-4680-1","0","0","0"
"0-0-0-151-258-3156-1","0","0","0"
"0-0-0-149-258-526-1","0","0","0"
"0-0-5-151-258-1042-1","0","0","0"
"0-0-0-148-258-6132-1","0","0","0"
"0-0-0-150-258-1555-1","0","0","0"
"0-0-1-149-258-3271-1","0","0","0"
"0-0-0-147-258-4531-1","0","0","0"
"0-0-0-151-258-196-1","0","0","0"
"0-0-1-148-258-237-1","0","0","0"
"0-0-1-148-258-1670-1","0","0","0"
"0-0-1-151-258-2887-1","0","0","0"
"0-0-1-149-258-417-1","0","0","0"
"0-0-4-153-258-1296-1","0","0","0"
"0-0-1-152-258-1478-1","0","0","0"
"0-0-1-139-258-988-1","0","0","0"
"0-0-1-140-258-2-1","0","0","0"
"0-0-0-143-258-3953-1","0","0","0"
"0-0-0-149-258-4-1","0","0","0"
"0-0-1-141-258-2861-1","0","0","0"
"0-0-0-141-258-2292-1","0","0","0"
"0-0-1-141-258-507-1","0","0","0"
"0-0-7-150-258-2557-1","0","0","0"
"0-0-0-144-258-2544-1","0","0","0"
"0-0-0-150-258-5523-1","0","0","0"
"0-0-0-140-258-211-1","0","0","0"
"0-0-9-155-258-12-1","0","0","0"
"0-0-0-151-258-4114-1","0","0","0"
"0-0-0-150-258-2513-1","0","0","0"
"0-0-2-153-258-246-1","0","0","0"
"0-0-5-150-258-2571-1","0","0","0"
"0-0-0-144-258-990-1","0","0","0"
"0-0-0-147-258-1958-1","0","0","0"
"0-0-0-148-258-466-1","0","0","0"
"0-0-0-151-258-1104-1","0","0","0"
"0-0-1-151-258-3845-1","0","0","0"
"0-0-0-149-258-646-1","0","0","0"
"0-0-0-150-258-1675-1","0","0","0"
"0-0-1-152-258-2436-1","0","0","0"
"0-0-1-147-258-177-1","0","0","0"
"0-0-7-150-258-101-1","0","0","0"
"0-0-1-148-258-357-1","0","0","0"
"0-0-1-148-258-1790-1","0","0","0"
"0-0-1-153-258-1027-1","0","0","0"
"0-0-1-149-258-537-1","0","0","0"
"0-0-7-150-258-3515-1","0","0","0"
"0-0-0-145-258-7275-1","0","0","0"
"0-0-0-148-258-3242-1","0","0","0"
"0-0-0-144-258-5674-1","0","0","0"
"0-0-1-139-258-1855-1","0","0","0"
"0-0-1-143-258-1001-1","0","0","0"
"0-0-6-149-258-3-1","0","0","0"
"0-0-1-147-258-5026-1","0","0","0"
"0-0-0-150-258-5643-1","0","0","0"
"0-0-0-147-258-2916-1","0","0","0"
"0-0-7-151-258-1268-1","0","0","0"
"0-0-0-141-258-511-1","0","0","0"
"0-0-0-145-258-1255-1","0","0","0"
"0-0-8-153-258-2029-1","0","0","0"
"0-0-0-139-258-2469-1","0","0","0"
"0-0-0-150-258-2633-1","0","0","0"
"0-0-10-154-258-706-1","0","0","0"
"0-0-5-150-258-2691-1","0","0","0"
"0-0-6-150-258-330-1","0","0","0"
"0-0-0-148-258-586-1","0","0","0"
"0-0-5-153-258-13-1","0","0","0"
"0-0-0-151-258-1224-1","0","0","0"
"0-0-2-149-258-111-1","0","0","0"
"0-0-1-149-258-2839-1","0","0","0"
"0-0-1-153-258-250-1","0","0","0"
"0-0-0-151-258-3396-1","0","0","0"
"0-0-0-149-258-766-1","0","0","0"
"0-0-1-147-258-1178-1","0","0","0"
"0-0-1-147-258-297-1","0","0","0"
"0-0-1-148-258-477-1","0","0","0"
"0-0-0-145-258-5223-1","0","0","0"
"0-0-1-149-258-657-1","0","0","0"
"0-0-0-147-258-181-1","0","0","0"
"0-0-0-148-258-3362-1","0","0","0"
"0-0-0-144-258-5794-1","0","0","0"
"0-0-1-147-258-5146-1","0","0","0"
"0-0-0-144-258-2784-1","0","0","0"
"0-0-1-150-258-91-1","0","0","0"
"0-0-0-145-258-107-1","0","0","0"
"0-0-0-145-258-1375-1","0","0","0"
"0-0-2-147-258-2705-1","0","0","0"
"0-0-0-150-258-2753-1","0","0","0"
"0-0-1-152-258-190-1","0","0","0"
"0-0-1-151-258-1913-1","0","0","0"
"0-0-0-151-258-1344-1","0","0","0"
"0-0-7-151-258-8366-1","0","0","0"
"0-0-0-149-258-886-1","0","0","0"
"0-0-1-140-258-3327-1","0","0","0"
"0-0-1-147-258-1298-1","0","0","0"
"0-0-0-147-258-4891-1","0","0","0"
"0-0-7-150-258-341-1","0","0","0"
"0-0-1-148-258-597-1","0","0","0"
"0-0-0-145-258-5343-1","0","0","0"
"0-0-0-148-258-1310-1","0","0","0"
"0-0-1-149-258-777-1","0","0","0"
"0-0-1-150-258-116-1","0","0","0"
"0-0-1-145-258-2902-1","0","0","0"
"0-0-0-149-258-2073-1","0","0","0"
"0-0-0-145-258-2333-1","0","0","0"
"0-0-1-143-258-1241-1","0","0","0"
"0-0-1-141-258-867-1","0","0","0"
"0-0-0-150-258-3711-1","0","0","0"
"0-0-5-149-258-82-1","0","0","0"
"0-0-1-146-258-3665-1","0","0","0"
"0-0-0-141-258-751-1","0","0","0"
"0-0-0-145-258-227-1","0","0","0"
"0-0-0-145-258-1495-1","0","0","0"
"0-0-1-147-258-2256-1","0","0","0"
"0-0-0-146-258-407-1","0","0","0"
"0-0-9-151-258-211-1","0","0","0"
"0-0-7-149-258-3075-1","0","0","0"
"0-0-6-152-258-3692-1","0","0","0"
"0-0-0-151-258-1464-1","0","0","0"
"0-0-0-148-258-4440-1","0","0","0"
"0-0-10-152-258-361-1","0","0","0"
"0-0-1-152-258-2796-1","0","0","0"
"0-0-0-149-258-3031-1","0","0","0"
"0-0-0-152-258-705-1","0","0","0"
"0-0-7-150-258-1703-1","0","0","0"
"0-0-0-148-258-1430-1","0","0","0"
"0-0-1-153-258-1387-1","0","0","0"
"0-0-7-151-258-641-1","0","0","0"
"0-0-1-149-258-897-1","0","0","0"
"0-0-0-144-258-3862-1","0","0","0"
"0-0-1-150-258-236-1","0","0","0"
"0-0-0-146-258-4054-1","0","0","0"
"0-0-1-151-258-416-1","0","0","0"
"0-0-7-151-258-2466-1","0","0","0"
"0-0-0-145-258-2453-1","0","0","0"
"0-0-0-150-258-120-1","0","0","0"
"0-0-1-141-258-987-1","0","0","0"
"0-0-1-146-258-1613-1","0","0","0"
"0-0-0-151-258-300-1","0","0","0"
"0-0-0-146-258-1044-1","0","0","0"
"0-0-0-144-258-167-1","0","0","0"
"0-0-0-151-258-2422-1","0","0","0"
"0-0-0-141-258-871-1","0","0","0"
"0-0-0-145-258-347-1","0","0","0"
"0-0-0-146-258-527-1","0","0","0"
"0-0-0-150-258-2993-1","0","0","0"
"0-0-0-152-258-1013-1","0","0","0"
"0-0-1-152-258-3754-1","0","0","0"
"0-0-0-147-258-707-1","0","0","0"
"0-0-1-147-258-83-1","0","0","0"
"0-0-1-150-258-2093-1","0","0","0"
"0-0-0-149-258-6161-1","0","0","0"
"0-0-0-151-258-1584-1","0","0","0"
"0-0-6-151-258-870-1","0","0","0"
"0-0-0-148-258-4560-1","0","0","0"
"0-0-1-141-258-74-1","0","0","0"
"0-0-0-152-258-825-1","0","0","0"
"0-0-7-150-258-1823-1","0","0","0"
"0-0-0-148-258-1550-1","0","0","0"
"0-0-0-144-258-1810-1","0","0","0"
"0-0-0-144-258-3982-1","0","0","0"
"0-0-7-152-258-2015-1","0","0","0"
"0-0-1-150-258-356-1","0","0","0"
"0-0-3-149-258-95-1","0","0","0"
"0-0-0-146-258-4174-1","0","0","0"
"0-0-0-152-258-7153-1","0","0","0"
"0-0-1-151-258-536-1","0","0","0"
"0-0-1-150-258-6061-1","0","0","0"
"0-0-7-151-258-2586-1","0","0","0"
"0-0-0-145-258-2573-1","0","0","0"
"0-0-1-152-258-716-1","0","0","0"
"0-0-0-150-258-240-1","0","0","0"
"0-0-1-146-258-1733-1","0","0","0"
"0-0-0-151-258-420-1","0","0","0"
"0-0-0-144-258-287-1","0","0","0"
"0-0-0-151-258-2542-1","0","0","0"
"0-0-0-141-258-991-1","0","0","0"
"0-0-0-145-258-467-1","0","0","0"
"0-0-0-146-258-647-1","0","0","0"
"0-0-1-152-258-1702-1","0","0","0"
"0-0-0-152-258-1133-1","0","0","0"
"0-0-0-147-258-827-1","0","0","0"
"0-0-0-139-258-52-1","0","0","0"
"0-0-1-148-258-1087-1","0","0","0"
"0-0-0-144-258-85-1","0","0","0"
"0-0-0-149-258-6281-1","0","0","0"
"0-0-0-145-258-6541-1","0","0","0"
"0-0-20-155-258-466-1","0","0","0"
"0-0-7-146-258-36-1","0","0","0"
"0-0-7-151-258-69-1","0","0","0"
"0-0-0-149-258-3271-1","0","0","0"
"0-0-0-145-258-3531-1","0","0","0"
"0-0-0-152-258-945-1","0","0","0"
"0-0-0-148-258-1670-1","0","0","0"
"0-0-4-152-258-68-1","0","0","0"
"0-0-1-150-258-476-1","0","0","0"
"0-0-0-146-258-2122-1","0","0","0"
"0-0-1-144-258-1030-1","0","0","0"
"0-0-1-151-258-656-1","0","0","0"
"0-0-0-151-258-3500-1","0","0","0"
"0-0-1-148-258-5055-1","0","0","0"
"0-0-1-146-258-221-1","0","0","0"
"0-0-0-151-258-5672-1","0","0","0"
"0-0-1-152-258-836-1","0","0","0"
"0-0-0-150-258-360-1","0","0","0"
"0-0-9-148-258-48-1","0","0","0"
"0-0-1-147-258-401-1","0","0","0"
"0-0-0-151-258-540-1","0","0","0"
"0-0-1-150-258-3171-1","0","0","0"
"0-0-1-148-258-2045-1","0","0","0"
"0-0-0-145-258-587-1","0","0","0"
"0-0-5-149-258-172-1","0","0","0"
"0-0-0-146-258-767-1","0","0","0"
"0-0-1-152-258-1822-1","0","0","0"
